class_code,zip,location_end_date,address,longitude,pbc_code,business_end_date,ownership_name,latitude,business_name,location_start_date
7,94103,,1067 MARKET ST 2001,-122.411761188,7389,,DYNAMIGHTY INC,37.781047895,DYNAMIGHTY INC,05/16/2013
,94107,05/16/2014,480 2ND ST 201,-122.39404716,,,DYNAMIGHTY INC,37.783367438,DYNAMIGHTY INC,07/28/2011
,94110,,60 29th ST 513,-122.421382742,,,DYNAMIGHTY INC,37.744058496,DYNAMIGHTY INC,02/23/2015
7,94109,,1290 SUTTER ST 3RD FL,-122.421342412,7389,,EARNEST MANAGEMENT LLC,37.787627424,EARNEST MANAGEMENT,01/01/2014
,94110,,3001 19th ST,-122.411919051,,,EARNEST INC,37.760363284,EARNEST INC,05/12/2014
7,94133,05/11/2014,463 PACIFIC AVE,-122.403125989,7389,,EARNEST INC,37.797353835,EARNEST INC,09/23/2013
,94107,,188 KING ST #607,-122.391747655,,,EATWITH MEDIA INC,37.778394332,EATWITH MEDIA INC,01/01/2015
7,94109,,1203 UNION ST,-122.419195711,7370,,ECODOMUS INC,37.799153699,ECODOMUS INC,06/01/2011
7,94110,,151 BONVIEW ST,-122.417553709,7389,,EMBEE MOBILE INC,37.741853029,EMBEE MOBILE INC,04/01/2009
7,94102,,25 TAYLOR ST 5TH FL,-122.410674341,7389,,ENGAGOR INC,37.782480963,ENGAGOR INC,07/19/2013
,94107,,303 2ND ST #600,-122.396350691,,,ENTELO INC,37.785293396,ENTELO INC,12/22/2014
,94107,04/06/2015,444 TOWNSEND ST 3,-122.398217268,,,ENTELO INC,37.774604335,ENTELO INC,08/22/2012
,94123,,54 RICHARDSON AVE,-122.445293742,,,ENTELO INC,37.799154851,ENTELO INC,08/22/2012
7,94102,,207 POWELL ST 200,-122.408102694,7389,,ESTATE ASSIST INC,37.786644528,ESTATE ASSIST INC,04/15/2014
7,94103,,155 5TH ST 7TH FL,-122.405571131,7389,,EVENTBRITE INC,37.782074578,EVENTBRITE INC,04/28/2014
,94107,04/27/2014,651 BRANNAN ST STE 110,-122.400011371,,,EVENTBRITE INC,37.775576861,EVENTBRITE INC,07/01/2012
8,94104,12/31/2013,110 SUTTER ST 800,-122.40264203,5495,,EVERLANE INC,37.78998845,EVERLANE INC,04/21/2011
,94110,,2170 FOLSOM ST,-122.41507361,,,EVERLANE INC,37.762606542,EVERLANE INC,01/01/2014
7,94123,,1842 UNION ST,-122.429622714,7389,,EXILES INC,37.797862102,EXILES INC,01/01/2012
7,94114,,51 FEDERAL ST 305,-122.391746128,7389,,EXO PLATFORM SAS,37.783652731,EXO PLATFORM NA,07/27/2009
7,94102,,1 POLK ST 1907,-122.417865978,7389,,EXPECT LABS INC,37.776716468,EXPECT LABS INC,05/25/2011
,94104,,350 SANSOME ST 206,-122.401155587,,,EXPECT LABS INC,37.793766782,EXPECT LABS INC,11/01/2012
7,94104,,1 SUTTER ST 5TH FLR,-122.400785704,7389,,EXPENSIFY INC,37.790183185,EXPENSIFY INC,04/29/2009
7,94108,,88 KEARNY 1600,-122.40359612,7389,,EXPENSIFY INC,37.78875666,EXPENSIFY INC,10/01/2012
7,94103,,1355 MARKET ST 488,-122.416701021,7389,,EYEGROOVE INC,37.77716701,EYEGROOVE INC,10/25/2013
7,94107,,330 TOWNSEND ST 234,-122.395818217,7389,,FANTEX HOLDINGS INC,37.776494077,FANTEX HOLDINGS INC,06/05/2012
7,94107,,330 TOWNSEND ST 234,-122.395818217,7389,,FANTEX INC,37.776494077,FANTEX INC,10/01/2012
1,94107,,330 TOWNSEND ST 234,-122.395818217,5102,,FANTEX BROKERAGE SERVICES LLC,37.776494077,FANTEX BROKERAGE SERVICES LLC,06/05/2012
1,94107,,72 TOWNSEND ST,-122.390030754,7310,,FEDERATED MEDIA PUBLISHING INC,37.781041444,FEDERATED MEDIA PUBLISHING INC,02/22/2011
,94112,05/11/2015,65 LOBOS ST,-122.45459957,,,FIDELIS ASSOCIATES INC,37.714873503,FIDELIS ASSOCIATES INC,09/05/2014
,94105,,71 STEVENSON ST #400,-122.400110467,,,FIDELIS ASSOCIATES INC,37.789347781,FIDELIS ASSOCIATES INC,05/12/2015
7,94105,,595 MARKET ST 2700,-122.401110648,7370,,FINANCIALFORCE.COM INC,37.789437659,FINANCIALFORCE.COM INC,03/12/2012
7,94108,,575 SUTTER ST 302,-122.409761934,7389,,FINGERPRINT DIGITAL INC,37.789047281,FINGERPRINT DIGITAL INC,06/01/2011
7,94107,,444 DH HARO ST 200,-122.395338828,7389,,FIRST LOOK MEDIA INC,37.766815794,FIRST LOOK MEDIA INC,11/01/2013
7,94102,,25 TAYLOR ST,-122.410674341,7389,,FIRST OPINION INC,37.782480963,FIRST OPINION INC,04/01/2013
7,94104,,225 BUSH ST FLOOR 12,-122.401655677,7389,,FIRSTJOB INC,37.791042787,FIRSTJOB INC,09/03/2013
7,94104,,225 BUSH ST FLOOR 12,-122.401655677,7389,,FIRSTJOB INC,37.791042787,FIRSTJOB.COM,09/03/2013
7,94105,04/13/2014,150 SPEAR ST 200,-122.393378837,7389,,FITBIT INC,37.791957699,FITBIT INC,05/09/2012
7,94105,,405 HOWARD ST #550,-122.395321584,7389,,FITBIT INC,37.789057406,FITBIT INC,04/16/2014
7,94107,,371 5TH ST,-122.402241036,7370,,FITMOB INC,37.779384,FITMOB INC,06/20/2013
7,94107,,625 2ND ST,-122.391410739,7389,,FITSTAR LABS INC,37.781373991,FITSTAR INC,02/01/2013
7,94103,,80 LANGTON ST 2,-122.408756717,7389,,FITSTAR LABS INC,37.776578636,FITSTAR INC,08/01/2013
,94108,12/01/2010,1650 OWENS ST 200,-122.394454117,,12/01/2010,FIVE PRIME THERAPEUTICS INC,37.768108002,FIVE PRIME THERAPEUTICS INC,12/12/2005
7,94107,,300 BRANNAN ST #605,-122.392378656,7389,,FLEKSY INC,37.781624036,FLEKSY INC,05/23/2013
,94105,,156 2ND ST 4TH FL,-122.398888029,,,FLEXSCORE INC,37.787246809,FLEXSCORE INC,07/01/2014
7,94105,,215 02ND ST 300,-122.396229554,7389,,FLIPTOP INC,37.790018123,FLIPTOP INC,07/01/2011
7,94105,,580 HOWARD ST 201,-122.397858908,7389,,FLIPTOP INC,37.787143466,FLIPTOP INC,02/14/2014
7,94103,,706 MISSION ST 5TH FL,-122.402348198,7389,,FLITE INC,37.786033818,FLITE INC,04/26/2011
7,94107,,188 KING ST PH1,-122.391627368,7389,,FOODILY INC,37.778484068,FOODILY INC,08/01/2013
7,94107,,75 ARKANSAS ST 1,-122.398694313,7389,,FORA TV INC,37.765363035,FORA TV INC,05/01/2013
7,94105,,33 NEW MONTGOMERY ST 1500,-122.40156119,7370,,FORGEROCK US INC,37.788374103,FORGEROCK US INC,12/02/2013
8,94107,,400 2ND ST. #350,-122.394988574,5495,,FOUNDVALUE INCORPORATED,37.784137162,FOUNDVALUE INCORPORATED,03/01/2005
,94103,,785 MARKET ST STE 600,-122.405370634,,,FUNDBOX INC,37.786087976,FUNDBOX INC,01/01/2015
,94103,,785 MARKET ST #600,-122.405370634,,,FUNDBOX PARTNERS I LLC,37.786087976,FUNDBOX PARTNERS I LLC,01/01/2015
7,94107,,1 BLUXOME ST 405,-122.395941511,7389,,FUNDERSCLUB INC,37.777557633,FUNDERSCLUB INC,11/16/2012
,94107,,1501 MARIPOSA ST 428,-122.398928226,,,FYUSION INC,37.763693378,FYUSION INC,07/01/2014
,94103,06/30/2014,350 RHODE ISLAND ST STE 240,-122.402644335,,,FYUSION INC,37.765417192,FYUSION INC,02/13/2014
,94102,,207 POWELL ST #200,-122.408102694,,,GAMEDUELL INC,37.786644528,GAMEDUELL INC,10/31/2014
7,94104,05/31/2013,235 MONTGOMERY ST #960,-122.402433467,7389,,GAMEDUELL INC,37.79146337,GAMEDUELL INC,06/01/2009
7,94105,,650 MISSION ST 2ND FL,-122.400968917,7389,,GAMESALAD INC,37.787103136,GAMESALAD INC,06/22/2011
,94107,,501 2ND ST #525,-122.393300482,,,GAMETIME UNITED INC,37.782853521,GAMETIME UNITED INC,03/01/2013
7,94103,,1550 BRYANT ST 350,-122.410704546,7389,,GET SATISFACTION INC,37.76757772,GET SATISFACTION INC,05/01/2012
7,94111,,500 SANSOME ST 504,-122.401426373,7389,,RENTCYCLE INC,37.79510919,GETABLE INC,03/01/2012
7,94103,,1233 HOWARD ST,-122.412030822,7389,,GETAROUND INC,37.775847647,GETAROUND INC,04/01/2012
1,94107,02/28/2014,1 BLUXOME ST 307,-122.395941511,6635,02/28/2014,GETGOING INC,37.777557633,GETGOING INC,03/19/2013
8,94108,,601 CALIFORNIA ST 1710,-122.404715631,5398,,GETMYBOAT LLC,37.79260354,GETMYBOAT LLC,01/01/2013
7,94107,,539 BRYANT ST 401,-122.39699124,7370,,GIGWALK INC,37.780366896,GIGWALK INC,03/15/2012
7,94104,,465 CALIFORNIA ST 1250,-122.402206468,7389,,GILD INC,37.792953271,GILD INC,09/01/2013
,94104,,225 BUSH ST 1900,-122.40165614,,,GINGER.IO INC,37.791042908,GINGER.IO INC,06/01/2012
7,94107,,548 4TH ST,-122.397427955,7389,,GITHUB INC,37.779007204,GITHUB INC,07/06/2011
7,94104,,225 BUSH ST 12TH FL,-122.401655677,7389,,GIVING ASSISTANT INC,37.791042787,GIVING ASSISTANT INC,08/14/2013
7,94117,,1780 FULTON ST,-122.445942476,8110,,VY HONG THI,37.775887977,GLOW HAND & FOOT SPA,11/01/2013
7,94123,,2762 OCTAVIA ST STE B,-122.428795371,7389,,GLOW EVENT DESIGN LLC,37.797587748,GLOW EVENT DESIGN LLC,05/01/2014
,94107,,739 BRYANT ST,-122.401141759,,,ATKINSON LAURA,37.777096721,GLOW TECH STUDIOS,06/15/2015
,94107,,665 3RD ST #250,-122.393291263,,,GLOWING PLANT INC,37.779324081,GLOWING PLANT INC,08/01/2013
7,94105,,500 HOWARD ST 300,-122.396417404,7389,,GLU GAMES INC,37.788293443,GLU MOBILE INC,10/14/2013
7,94110,04/30/2015,530 HAMSPHIRE ST 301,-122.408293972,7389,,GOOD EGGS INC,37.762826863,GOOD EGGS INC,12/08/2011
7,94105,,181 FREMONT ST,-122.395540517,7389,,GOOD PEOPLE GLOBAL INC,37.789594369,GOOD PEOPLE GOBAL,07/10/2012
7,94105,,201 HARRISON ST 225,-122.390700934,7389,,GOOD.CO INC,37.78780718,GOOD.CO INC,08/01/2013
7,94104,,111 SUTTER ST 4TH FL,-122.402556761,7389,,GOODDATA CORPORATION,37.789943511,GOODDATA CORPORATION,12/31/2012
7,94110,,3519 24TH ST,-122.422047608,7389,,GOTTAPARK INC,37.752023068,GOTTAPARK INC,05/01/2008
,94107,,766 HARRISON ST 103,-122.398868307,,,GOTTAPARK INC,37.781423539,GOTTAPARK INC,04/01/2014
,94107,,360 3RD ST 425,-122.398275955,,,GRAND ROUNDS INC,37.783213514,GRAND ROUNDS INC,11/01/2014
7,94107,10/31/2014,599 2ND ST,-122.392321042,8099,,GRAND ROUNDS INC,37.782083796,GRAND ROUNDS INC,10/01/2013
7,94117,,417 CLAYTON ST,-122.44899082,7389,,GROOPT INC,37.77158515,GROOPT INC,04/06/2010
7,94105,03/30/2015,201 SPEAR ST 1650,-122.392050256,7389,,GROUNDWORK OPEN SOURCE SOLUTIO,37.790943691,GROUNDWORK OPEN SOURCE,08/25/2012
,94107,,333 BRYANT ST 100,-122.392281859,,,GROUNDWORK OPEN SOURCE SOLUTIO,37.784047455,GROUNDWORK OPEN SOURCE,03/31/2015
7,94103,,1640 17TH ST,-122.400079067,7389,,GUMROAD INC,37.764974551,GUMROAD INC,09/01/2012
7,94103,,371 10TH ST,-122.411720859,7389,,HAMPTON CREEK FOODS INC,37.772003635,HAMPTON CREEK FOODS,06/01/2012
7,94112,,1728 OCEAN AVE 149,-122.460794237,7880,,SCHNEIDER DROR R,37.724897202,HANDLE BY THE BAY,11/01/2012
8,94133,,848 PACIFIC AVE J,-122.409293001,5884,,BULLOCK MERCEDES W,37.796638268,HANDLE OWN EVERYTHING,12/04/2013
,94124,,1255 SHAFTER AVE #C,-122.384294247,,,HANDUP PBC,37.727355019,HANDUP PBC,10/01/2013
7,94107,,660 3RD ST A,-122.393388055,7389,,HEALTHLINE NETWORKS INC,37.779327538,HEALTHLINE NETWORKS INC,12/31/2008
,94123,,2104 UNION ST,-122.434062451,,,HEYLETS INC,37.797297373,HEYLETS INC,08/01/2012
,94103,,67 LANGTON ST,-122.408950773,,,HIGH FIDELITY INC,37.776813259,HIGH FIDELITY INC,07/24/2014
8,94104,05/29/2015,17 KEARNY ST,-122.403568261,5495,05/29/2015,HIGHLIGHT LLC,37.788152889,HIGHLIGHT LLC,06/19/2012
7,94107,,434 BRANNAN ST 1ST FLR,-122.395247838,7389,,HIPMUNK INC,37.779413959,HIPMUNK INC,01/01/2013
7,94103,,42 DECATUR ST,-122.405967515,7732,,HIRED INC,37.772347015,HIRED INC,08/16/2012
,94104,,580 CALIFORNIA ST 7TH FL,-122.404082753,,,HOMEJOY INC,37.792748065,HOMEJOY HOUSE CLEANING SERVICES,01/18/2014
7,94103,,995 MARKET ST 8TH FL,-122.410081162,7389,,HOOKED MEDIA GROUP INC,37.782377628,HOOKED MEDIA GROUP INC,07/01/2009
7,94103,,835 HOWARD ST 3RD FL,-122.403510851,7389,,HUDDLE INC,37.782597714,HUDDLE INC,03/12/2010
7,94105,,530 HOWARD ST LOWER LEVEL,-122.396897905,7389,,HYDRONOVATION INC,37.787914342,HYDRONOVATION INC,01/01/2011
7,94102,,870 MARKET ST 828,-122.407157823,7389,,IDIBON INC,37.784734044,IDIBON INC,03/08/2013
7,94103,,923 MARKET ST 400,-122.408571672,7389,,IFTTT INC,37.783566783,IFTTT INC,01/01/2013
8,94103,06/30/2015,1547 MISSION ST,-122.417938278,5495,06/30/2015,"IGIGI, INC",37.77359594,IGIGI DESIGN INTERNATIONAL,01/01/2008
7,94117,,1919 PAGE ST,-122.452546203,7389,,IMANAGERENT INC,37.77022336,IMANAGERENT INC,01/01/2014
7,94102,09/17/2014,25 TAYLOR ST,-122.410674341,7389,,IMGUR INC,37.782480963,IMGUR INC,03/28/2014
,94111,,415 JACKSON ST 2ND,-122.402285975,,,IMGUR INC,37.796543781,IMGUR INC,09/17/2014
,94103,03/28/2014,929 MARKET ST SUITE 400,-122.408732014,,03/28/2014,IMGUR LLC,37.783447212,IMGUR LLC,10/15/2011
7,94104,12/31/2013,250 MONTGOMERY ST 610,-122.402425401,7389,,INDEX SYSTEMS INC,37.791737613,INDEX SYSTEMS INC,12/13/2013
7,94103,,965 MISSION ST 600,-122.407800796,7389,,INDIEGOGO INC,37.781647081,INDIEGOGO INC,11/30/2012
7,94142,,251 KEARNY ST 2ND FL,-122.404015263,8930,,INDINERO INC,37.790548463,INDINERO INC,06/01/2012
7,94108,,153 KEARNY ST 4TH FL,-122.403812749,7389,,INKLING SYSTEMS INC,37.789494121,INKLING SYSTEMS INC,04/02/2012
7,94107,,475 BRANNAN ST 420,-122.395670725,7389,,INMOBI INC,37.778997986,INMOBI INC,02/11/2012
7,94103,,650 TOWNSEND ST,-122.402708251,8021,,INPRONTO INC,37.771015004,INPRONTO INC,06/01/2008
7,94105,09/07/2014,150 SPEAR ST 300,-122.393378837,7389,,INSIDETRACK INC,37.791957699,INSIDETRACK INC,07/15/2013
,94111,,1620 MONTGOMERY ST 230,-122.404996142,,,INSIDETRACK INC,37.804096988,INSIDETRACK INC,09/08/2014
7,94107,,444 DE HARO ST 210,-122.401543906,7389,,INSIDEVIEW TECHNOLOGIES INC,37.764187707,INSIDEVIEW TECHNOLOGIES INC,07/01/2008
7,94107,,434 BRANNAN 2ND FL,-122.395247838,7389,,INSIGHTLY INC,37.779413959,INSIGHTLY INC,09/09/2013
7,94103,12/31/2013,149 9TH ST 200,-122.413811098,7389,,INTERCOM INC,37.775543445,INTERCOM INC,07/01/2012
,94111,,98 BATTERY ST 402,-122.399685275,,,INTERCOM INC,37.792026836,INTERCOM INC,12/04/2013
7,94107,,458 BRANNAN ST,-122.395677639,8071,,INVITAE CORPORATION,37.779063666,INVITAE CORPORATION,08/22/2012
7,94107,03/19/2015,39 STILLMAN ST,-122.395091127,7389,,INVUITY INC,37.782747511,INVUITY INC,01/01/2008
,94107,,444 DE HARO ST #110,-122.401543906,,,INVUITY INC,37.764187707,INVUITY INC,03/20/2015
7,94103,,650 TOWNSEND ST 380,-122.402708251,7389,,IRHYTHM TECHNOLOGIES INC,37.771015004,IRHYTHM TECHNOLOGIES INC,03/08/2007
,94103,,325 9TH ST ST,-122.411151631,,,IRON.IO INC,37.773443987,IRON.IO INC,07/11/2014
7,94107,,185 BERRY ST 1300,-122.393150685,7389,,JAGUAR ANIMAL HEALTH INC,37.775886825,JAGUAR ANIMAL HEALTH INC,12/19/2013
7,94111,01/31/2015,1 EMBARCADERO CTR 900,-122.399645624,7389,,JOYENT INC,37.794613698,JOYENT INC,01/01/2012
,94111,,655 MONTGOMERY ST 1600,-122.403242413,,,JOYENT INC,37.795322699,JOYENT INC,02/01/2015
7,94107,,330 TOWNSEND ST 240,-122.395818217,7389,,JUDICATA INC,37.776494077,JUDICATA INC,10/23/2012
7,94104,,225 BUSH ST 600,-122.401655677,7389,,JUSTIN TV INC,37.791042787,JUSTIN TV INC,12/19/2013
7,94107,,795 FOLSOM ST 600,-122.400846961,7389,,KABAM INC,37.782250134,KABAM INC,07/01/2012
7,94107,,188 KING ST 502,-122.391627368,7389,,KAGGLE INC,37.778484068,KAGGLE INC,10/04/2011
,94107,,300 BRANNAN ST #608,-122.392378656,,,KAIZEN PLATFORM INC,37.781624036,KAIZEN PLATFORM INC,10/01/2014
,94105,,301 HOWARD ST 910,-122.394501159,,,KAMCORD INC,37.789707293,KAMCORD INC,05/15/2014
7,94104,05/14/2014,465 CALIFORNIA ST 806,-122.402206468,7389,,KAMCORD INC,37.792953271,KAMCORD INC,12/01/2012
7,94105,,625 MARKET ST 9TH FL,-122.401841194,7389,,KEAS INC,37.788847691,KEAS INC,08/01/2012
7,94107,,427 BRYANT ST,-122.394231525,7389,,KEEPSAFE SOFTWARE INC,37.782567755,KEEPSAFE SOFTWARE INC,02/26/2014
,94158,,455 MISSION BAY BLVD #124,-122.388686565,,,KINSIGHTS INC,37.771096622,KINSIGHTS INC,05/19/2014
7,94108,07/10/2014,615 GRANT AVE 3RD FL,-122.406003236,7389,,KINSIGHTS INC,37.792813845,KINSIGHTS INC,06/21/2011
7,94110,,530 HAMPSHIRE ST 301,-122.408293972,7389,,KITCHIT INC,37.762826863,KITCHIT INC,05/27/2013
,94104,,1 SANSOME ST 3500,-122.400612862,,,HAWTHORNE DISTRIBUTIONS INC,37.790414794,KIVA DISTRIBUTION,01/02/2015
7,94110,,3180 18TH ST 201,-122.414571604,7389,,KIVA USER FUNDS LLC,37.762158539,KIVA USER FUNDS LLC,01/01/2008
7,94110,,3180 18TH ST 201,-122.414571604,7389,,KIVA MICROFUNDS,37.762158539,KIVA MICROFUNDS,06/01/2006
7,94104,,333 BUSH ST 19TH,-122.403166318,7389,,KIXEYE INC,37.790843443,KIXEYE INC,07/26/2012
7,94108,,334 KEARNY ST 300,-122.404085839,7389,,KNOTCH INC,37.791246741,KNOTCH INC,01/01/2013
7,94107,,358 BRANNAN ST,-122.393467562,7389,,KODING INC,37.780764434,KODING INC,03/01/2013
7,94107,,181 SOUTH PARK 2,-122.394710874,7389,,KRUX DIGITAL INC,37.780956865,KRUX DIGITAL INC,04/01/2010
7,94108,,30 MAIDEN LANE 600,-122.404075353,7389,,KWARTER INC,37.788360311,KWARTER INC,01/01/2013
,94123,,1795 UNION ST 3RD FL,-122.42872309,,,LANTERN GROUP REALTY LLC,37.79792601,LANTERN GROUP REALTY LLC,04/01/2014
7,94110,,470 ALABAMA ST,-122.412224406,7370,,LAYER INC,37.763267034,LAYER INC,07/15/2013
7,94105,,119 NEW MONTGOMERY ST 303,-122.400050548,7389,,LEANPLUM INC,37.787113506,LEANPLUM INC,01/14/2013
7,94107,,333 BRYANT ST LL150,-122.392281864,7389,,LEAP MOTION INC,37.784047284,LEAP MOTION INC,06/20/2012
,94103,,630 8TH ST,-122.405164652,,,LEARNSPROUT INC,37.771039043,LEARNSPROUT INC,01/01/2012
7,94105,,2 HARRISON ST 350,-122.388747816,7389,,LEGALREACH INC,37.789434202,LEGALREACH INC,01/01/2014
5,94105,,71 STEVENSON ST 300,-122.400110467,6199,,LENDING CLUB CORPORATION,37.789347781,LENDING CLUB CORPORATION,05/16/2011
,94133,,35 BRET HARTER TERR,-122.410906983,,,LEVER STUDIOS INC,37.800737252,LEVER STUDIOS INC,01/01/2015
7,94108,,425 BUSH ST #435,-122.404525651,7389,,LEVER INC,37.790662949,LEVER INC,06/10/2012
7,94111,,1 EMBARCADERO CTR 310,-122.399645624,7389,,LIFENEXUS INC,37.794613698,LIFENEXUS INC,10/10/2011
7,94102,,760 MARKET ST 5TH FL,-122.405258763,7389,,LIFT WORLDWIDE LLC,37.786253785,LIFT WORLDWIDE LLC,08/22/2012
,94107,,330 TOWNSEND ST 108,-122.395818217,,,LINGUASTAT INC,37.776494077,LINGUASTAT INC,03/01/2011
7,94103,,1263 HOWARD ST,-122.412400705,7389,,LIQUOR.COM HOLDINGS INC,37.775567643,LIQUOR.COM HOLDINGS INC,01/01/2012
13,94103,,1086 FOLSOM ST,-122.407587624,3998,,LIT MOTORS CORPORATION,37.777013756,LIT MOTORS CORPORATION,07/02/2010
7,94104,,225 BUSH ST 1500,-122.401655677,7370,,LITHIUM TECHNOLOGIES INC,37.791042787,LITHIUM TECHNOLOGIES INC,06/03/2013
7,94108,,23 GEARY ST 400,-122.403906092,7389,,LIVEFYRE INC,37.787870527,LIVEFYRE INC,07/01/2012
,94107,,185 BERRY ST 1510,-122.393150685,,,LOB.COM INC,37.775886825,LOB.COM,10/01/2013
7,94107,,400 2ND STREET 400,-122.394988574,7389,,LOCBOX LABS INC,37.784137162,LOCBOX LABS,07/20/2012
7,94158,,383 KING ST 1210,-122.394446548,7310,,LOCKET INC,37.775757983,LOCKET INC,05/27/2014
7,94104,,1 POST ST 400,-122.40211652,7389,,LOGGLY INC,37.789083669,LOGGLY INC,07/01/2013
7,94111,,1 FRONT ST 2700,-122.398543364,7389,,LOOKOUT INC,37.791893171,LOOKOUT INC,01/01/2012
7,94105,,181 FREMONT ST 1ST FLR,-122.395540517,7398,,LOOKOUT GAMING LLC,37.789594369,LOOKOUT GAMING,02/01/2013
7,94111,,150 CALIFORNIA ST 400,-122.398441963,7389,,LOYAL3 HOLDINGS INC,37.7934476,LOYAL3 HOLDINGS INC,01/01/2014
7,94105,,181 FREMONT ST,-122.395540517,7389,,LUDEI INC,37.789594369,LUDEI INC,07/21/2011
7,94110,,3435 CESAR CHAVEZ 225,-122.417307176,7389,,LUXR INCORPORATED,37.752785771,LUXR INCORPORATED,08/17/2010
,94107,,41 FREELON ST,-122.396330983,,,MAILTIME TECHNOLOGY INC,37.779307949,MAILTIME TECHNOLOGY INC,04/01/2015
7,94107,,539 BRYANT ST #402,-122.39699124,7389,,MANGO HEALTH INC,37.780366896,MANGO HEALTH INC,02/15/2012
,94107,,577 2ND ST #203,-122.392460468,,,MANGO HEALTH INC,37.782203634,MANGO HEALTH INC,02/15/2012
7,94111,09/18/2014,ONE FERRY BLDG 225,-122.391958951,7389,,MANGO HEALTH INC,37.795461804,MANGO HEALTH INC,01/01/2014
,94104,,180 SANSOME ST 4TH FL,-122.400785704,,,MAP D TECHNOLOGIES INC,37.791886258,MAPD TECHNOLOGIES INC,09/01/2014
7,94105,,123 MISSION ST 25TH FLOOR,-122.394571448,7389,,MARIN SOFTWARE INCORPORATED,37.792137455,MARIN SOFTWARE INCORPORATED,06/15/2008
,94107,,599 3RD ST #101,-122.394451611,,,MARK ONE LIFESTYLE INC,37.780253973,MARK ONE LIFESTYLE INC,09/09/2014
,94107,,433 BRYANT ST,-122.394340992,,,MASHAPE INC,37.782477877,MASHAPE INC,04/03/2012
,94104,,100 BUSH ST #1000,-122.399832767,,,"MASSDROP GROUP, INC.",37.791348142,"MASSDROP GROUP, INC.",11/01/2014
7,94103,10/31/2014,1235 HOWARD STREET D,-122.412030822,7389,,"MASSDROP GROUP, INC.",37.775847647,"MASSDROP GROUP, INC.",11/01/2013
7,94110,10/10/2014,3130 20TH ST 225,-122.412021604,7389,,MATTERMARK INC,37.759087708,MATTERMARK INC,06/04/2013
,94133,,564 PACIFIC AVE,-122.404500056,,,MATTERMARK INC,37.797217384,MATTERMARK INC,10/01/2014
,94102,,77 VAN NESS AVE #203,-122.419482629,,,MAVRX INC,37.776133413,MAVRX INC,09/01/2014
,94104,,345 CALIFORNIA ST 325,-122.400486111,,,MEDRIO INC,37.793143397,MEDRIO INC,12/03/2014
7,94105,12/03/2014,595 MARKET ST 1300,-122.401110648,7389,,MEDRIO INC,37.789437659,MEDRIO INC,08/01/2011
7,94107,11/18/2014,425 2ND ST 3RD FL,-122.394660174,7389,,MACH DATA SYSTEMS INC,37.783933209,MEMSQL INC,10/15/2012
,94107,,534 4TH ST,-122.397427955,,,MACH DATA SYSTEMS INC,37.779007204,MEMSQL INC,11/18/2014
,94105,,1414 BEALE ST,-122.392951254,,,METACERT INC,37.788891718,METACERT INC,05/07/2014
,94107,,388 BEALE ST 1414,-122.391290336,,,METACERT INC,37.78751618,METACERT INC,05/07/2014
7,94107,,585 BRYANT ST 2ND FL,-122.397551177,7389,,METACERT INC,37.779927341,METACERT INC,09/01/2012
7,94107,,625 2ND ST 230,-122.391410739,7389,,METAMARKETS GROUP INC,37.781373991,METAMARKETS GROUP INC,11/01/2012
7,94107,,577 2ND ST 203,-122.392460468,7389,,MEVIO INC,37.782203634,MEVIO INC,07/29/2008
7,94102,,25 TAYLOR ST,-122.410674341,7389,,MINBOX INC,37.782480963,MINBOX INC,09/19/2013
7,94107,,300 BRQNNAN ST 408,-122.395338828,7389,,MINDIE INC,37.766815794,MINDIE INC,04/01/2014
7,94103,,1479 FOLSOM ST,-122.413757649,7389,,MINDSNACKS INC,37.772040368,MINDSNACKS INC,05/01/2011
7,94107,,539 BRYANT ST 304,-122.39699124,8200,,MINDSUMO INC,37.780366896,MINDSUMO INC,11/06/2013
7,94111,,747 FRONT ST 200,-122.399769661,7389,,MINTED LLC,37.798188199,MINTED LLC,09/01/2011
7,94107,,650 5TH STREET STE #403,-122.397787467,7389,,MIXED MEDIA LABS INC,37.775757769,MIXED MEDIA LABS INC,12/01/2010
,94103,,405 HOWARD ST  #2,-122.395222205,,,MIXPANEL INC,37.78913198,MIXPANEL INC,01/01/2010
7,94103,,799 MARKET ST 7TH FLR,-122.405540019,7389,,MIXPANEL INC,37.785937027,MIXPANEL INC,01/01/2013
,94104,,381 BUSH ST #600,-122.403756287,,,MOBILE ACTION INC,37.790773153,MOBILE ACTION INC,04/01/2014
7,94105,,631 HOWARD ST 520,-122.398851023,7389,,MOBISSIMO INC,37.78628732,MOBISSIMO INC,05/01/2007
7,94104,,350 SANSOME ST 1010,-122.401155587,7389,,MOCANA CORPORATION,37.793766782,MOCANA CORPORATION,04/01/2006
7,94111,,710 SANSOME ST,-122.401895352,7389,,MOCANA CORPORATION,37.796996628,MOCANA CORP,11/11/2013
,94104,,115 SANSOME ST #900,-122.4007834,,,MODCLOTH INC,37.791464523,MODCLOTH INC,12/01/2014
,94108,,222 GRANT AVE,-122.405245199,,,MODCLOTH INC,37.788991297,MODCLOTH INC,07/20/2015
8,94107,11/30/2014,651 BRANNAN ST #300,-122.40001159,5495,,MODCLOTH INC,37.775577618,MODCLOTH INC,05/14/2010
7,94104,,225 BUSH ST 16TH FL,-122.401655677,7389,,MOTION MATH INC,37.791042787,MOTION MATH INC,06/15/2011
